area,tecnologia,defecto,causa,division,proyecto
BACKEND/ENSAMBLE FINAL,LAKA,UNIDAD CAIDA AL PISO,MANO DE OBRA,PE,EAGLE
BACKEND/ENSAMBLE FINAL,PROGRAMACION,UNIDAD CAIDA AL PISO,MANO DE OBRA,PE,EAGLE
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,UNIDAD CAIDA AL PISO,MANO DE OBRA,PE,EAGLE
SMD,AOI,UNIDAD CAIDA AL PISO,MANO DE OBRA,PE,EAGLE
SMD,ASYS,UNIDAD CAIDA AL PISO,MANO DE OBRA,PE,EAGLE
SMD,DEK,UNIDAD CAIDA AL PISO,MANO DE OBRA,PE,EAGLE
SMD,DESPANELIZADO,UNIDAD CAIDA AL PISO,MANO DE OBRA,PE,EAGLE
SMD,DIAGNOSTICO,UNIDAD CAIDA AL PISO,MANO DE OBRA,PE,EAGLE
SMD,F4,UNIDAD CAIDA AL PISO,MANO DE OBRA,PE,EAGLE
SMD,FUJI,UNIDAD CAIDA AL PISO,MANO DE OBRA,PE,EAGLE
SMD,HORNO DE REFLUJO,UNIDAD CAIDA AL PISO,MANO DE OBRA,PE,EAGLE
SMD,HS 50,UNIDAD CAIDA AL PISO,MANO DE OBRA,PE,EAGLE
SMD,HS 60,UNIDAD CAIDA AL PISO,MANO DE OBRA,PE,EAGLE
SMD,ICT,UNIDAD CAIDA AL PISO,MANO DE OBRA,PE,EAGLE
SMD,LAQUEADO,UNIDAD CAIDA AL PISO,MANO DE OBRA,PE,EAGLE
SMD,LASER,UNIDAD CAIDA AL PISO,MANO DE OBRA,PE,EAGLE
SMD,MPM,UNIDAD CAIDA AL PISO,MANO DE OBRA,PE,EAGLE
SMD,OLA,UNIDAD CAIDA AL PISO,MANO DE OBRA,PE,EAGLE
SMD,PIN IN PASTE,UNIDAD CAIDA AL PISO,MANO DE OBRA,PE,EAGLE
SMD,PROGRAMACION,UNIDAD CAIDA AL PISO,MANO DE OBRA,PE,EAGLE
SMD,S25,UNIDAD CAIDA AL PISO,MANO DE OBRA,PE,EAGLE
SMD,SIPLACE,UNIDAD CAIDA AL PISO,MANO DE OBRA,PE,EAGLE
SMD,UNIVERSAL,UNIDAD CAIDA AL PISO,MANO DE OBRA,PE,EAGLE
SMD,X4,UNIDAD CAIDA AL PISO,MANO DE OBRA,PE,EAGLE
