area,tecnologia,defecto,causa,division,proyecto
BACKEND/ENSAMBLE FINAL,Flashing,CODIGO DE FALLA SYNC COUNTER EN EOL,MAQUINA,B&S,FOB K2XX
BACKEND/ENSAMBLE FINAL,Flashing,CODIGO DE FALLA 220 MASK ERROR,MAQUINA,B&S,FOB K2XX
BACKEND/ENSAMBLE FINAL,Flashing,GOLDEN OBSOLETA,MAQUINA,B&S,FOB K2XX
BACKEND/ENSAMBLE FINAL,Flashing,MATERIAL FUERA DE ESPECIFICACION,MAQUINA,B&S,FOB K2XX
BACKEND/ENSAMBLE FINAL,Flashing,PRUEBA DE INGENIERIA,MAQUINA,B&S,FOB K2XX
BACKEND/ENSAMBLE FINAL,Flashing,EXCESO DE PRUEBAS,MAQUINA,B&S,FOB K2XX
BACKEND/ENSAMBLE FINAL,Flashing,UNIDAD CAIDA,MAQUINA,B&S,FOB K2XX
BACKEND/ENSAMBLE FINAL,Flashing,UNIDAD CORRUPTA,MAQUINA,B&S,FOB K2XX
BACKEND/ENSAMBLE FINAL,Flashing,UNIDAD GOLPEADA,MAQUINA,B&S,FOB K2XX
BACKEND/ENSAMBLE FINAL,Flashing,UNIDAD MAL COLOCADA EN FIXTURA,MAQUINA,B&S,FOB K2XX
BACKEND/ENSAMBLE FINAL,Flashing,DAÑO POR FIXTURA,MAQUINA,B&S,FOB K2XX
BACKEND/ENSAMBLE FINAL,Flashing,"FALLA DE MES CÓDIGO 51, 114, 5, 85",MAQUINA,B&S,FOB K2XX
BACKEND/ENSAMBLE FINAL,DESPANELIZADO,BROCA O DISCO DAÑADO,MAQUINA,B&S,FOB K2XX
BACKEND/ENSAMBLE FINAL,DESPANELIZADO,COBRE EXPUESTO,MAQUINA,B&S,FOB K2XX
BACKEND/ENSAMBLE FINAL,DESPANELIZADO,COMPONENTE FRACTURADO,MAQUINA,B&S,FOB K2XX
BACKEND/ENSAMBLE FINAL,DESPANELIZADO,CORTE FUERA DE GUIA,MAQUINA,B&S,FOB K2XX
BACKEND/ENSAMBLE FINAL,DESPANELIZADO,DESPANELIZADAS SIN DATOS DE AOI,MAQUINA,B&S,FOB K2XX
BACKEND/ENSAMBLE FINAL,DESPANELIZADO,FALLA DE PROGRAMA,MAQUINA,B&S,FOB K2XX
BACKEND/ENSAMBLE FINAL,DESPANELIZADO,MAL CORTE,MAQUINA,B&S,FOB K2XX
BACKEND/ENSAMBLE FINAL,DESPANELIZADO,MATERIAL FUERA DE ESPECIFICACION,MAQUINA,B&S,FOB K2XX
BACKEND/ENSAMBLE FINAL,DESPANELIZADO,PANEL QUEBRADO,MAQUINA,B&S,FOB K2XX
BACKEND/ENSAMBLE FINAL,DESPANELIZADO,PRUEBAS DE INGENIERIA,MAQUINA,B&S,FOB K2XX
BACKEND/ENSAMBLE FINAL,DESPANELIZADO,UNIDAD CAIDA,MAQUINA,B&S,FOB K2XX
BACKEND/ENSAMBLE FINAL,DESPANELIZADO,UNIDAD GOLPEADA,MAQUINA,B&S,FOB K2XX
BACKEND/ENSAMBLE FINAL,DESPANELIZADO,"FALLA DE MES CÓDIGO 51, 114, 5, 85",MAQUINA,B&S,FOB K2XX
BACKEND/ENSAMBLE FINAL,INSERCION MANUAL,COMPONENTE CAIDO AL PISO,MAQUINA,B&S,FOB K2XX
BACKEND/ENSAMBLE FINAL,INSERCION MANUAL,COMPONENTE EQUIVOCADO,MAQUINA,B&S,FOB K2XX
BACKEND/ENSAMBLE FINAL,INSERCION MANUAL,COMPONENTE GOLPEADO,MAQUINA,B&S,FOB K2XX
BACKEND/ENSAMBLE FINAL,INSERCION MANUAL,COMPONENTE MAL INSERTADO,MAQUINA,B&S,FOB K2XX
BACKEND/ENSAMBLE FINAL,INSERCION MANUAL,MATERIAL FUERA DE ESPECIFICACION,MAQUINA,B&S,FOB K2XX
BACKEND/ENSAMBLE FINAL,INSERCION MANUAL,UNIDAD CAIDA,MAQUINA,B&S,FOB K2XX
BACKEND/ENSAMBLE FINAL,INSERCION MANUAL,"FALLA DE MES CÓDIGO 51, 114, 5, 85",MAQUINA,B&S,FOB K2XX
BACKEND/ENSAMBLE FINAL,PRESS FIT DE LOGO,DAÑO POR FIXTURA,MAQUINA,B&S,FOB K2XX
BACKEND/ENSAMBLE FINAL,PRESS FIT DE LOGO,UNIDAD MAL COLOCADA EN FIXTURA,MAQUINA,B&S,FOB K2XX
BACKEND/ENSAMBLE FINAL,PRESS FIT DE LOGO,PRUEBA DE INGENIERIA,MAQUINA,B&S,FOB K2XX
BACKEND/ENSAMBLE FINAL,PRESS FIT DE LOGO,SET UP,MAQUINA,B&S,FOB K2XX
BACKEND/ENSAMBLE FINAL,PRESS FIT DE LOGO,UNIDAD CAIDA ,MAQUINA,B&S,FOB K2XX
BACKEND/ENSAMBLE FINAL,PRESS FIT DE LOGO,UNIDAD GOLPEADA,MAQUINA,B&S,FOB K2XX
BACKEND/ENSAMBLE FINAL,PRESS FIT DE LOGO,"FALLA DE MES CÓDIGO 51, 114, 5, 85",MAQUINA,B&S,FOB K2XX
