area,tecnologia,defecto,causa,division,proyecto
SMD,DEK,EXCESO DE SOLDADURA,MAQUINA,B&S,KEY FOB K2XX
SMD,LASER,UNIDAD CAIDA AL PISO,MAQUINA,B&S,KEY FOB K2XX
SMD,LASER,UNIDAD CAIDA AL PISO,MANO DE OBRA,B&S,KEY FOB K2XX
SMD,SIPLACE,COMPONENTE DE CABEZA,MAQUINA,B&S,PQ25
SMD,SIPLACE,CONTAMINACION,MAQUINA,B&S,PQ25
SMD,SIPLACE,UNIDAD CAIDA AL PISO,MAQUINA,B&S,BCM
SMD,SIPLACE,BARRIDA,MAQUINA,B&S,BCM
SMD,SIPLACE,COMPONENTE DE CABEZA,METODO,B&S,PQ25
SMD,SIPLACE,CONTAMINACION,METODO,B&S,PQ25
SMD,SIPLACE,UNIDAD CAIDA AL PISO,METODO,B&S,BCM
SMD,SIPLACE,BARRIDA,METODO,B&S,BCM
SMD,SIPLACE,UNIDAD CAIDA AL PISO,MANO DE OBRA,B&S,BCM
