area,tecnologia,defecto,causa,division,proyecto
BACKEND/ENSAMBLE FINAL,Flashing,CODIGO DE FALLA SYNC COUNTER EN EOL,Mano de obra,B&S,FOB K2XX
BACKEND/ENSAMBLE FINAL,Flashing,CODIGO DE FALLA 220 MASK ERROR,Mano de obra,B&S,FOB K2XX
BACKEND/ENSAMBLE FINAL,Flashing,GOLDEN OBSOLETA,Mano de obra,B&S,FOB K2XX
BACKEND/ENSAMBLE FINAL,Flashing,MATERIAL FUERA DE ESPECIFICACION,Mano de obra,B&S,FOB K2XX
BACKEND/ENSAMBLE FINAL,Flashing,PRUEBA DE INGENIERIA,Mano de obra,B&S,FOB K2XX
BACKEND/ENSAMBLE FINAL,Flashing,EXCESO DE PRUEBAS,Mano de obra,B&S,FOB K2XX
BACKEND/ENSAMBLE FINAL,Flashing,UNIDAD CAIDA,Mano de obra,B&S,FOB K2XX
BACKEND/ENSAMBLE FINAL,Flashing,UNIDAD CORRUPTA,Mano de obra,B&S,FOB K2XX
BACKEND/ENSAMBLE FINAL,Flashing,UNIDAD GOLPEADA,Mano de obra,B&S,FOB K2XX
BACKEND/ENSAMBLE FINAL,Flashing,UNIDAD MAL COLOCADA EN FIXTURA,Mano de obra,B&S,FOB K2XX
BACKEND/ENSAMBLE FINAL,Flashing,DAÑO POR FIXTURA,Mano de obra,B&S,FOB K2XX
BACKEND/ENSAMBLE FINAL,Flashing,"FALLA DE MES CÓDIGO 51, 114, 5, 85",Mano de obra,B&S,FOB K2XX
BACKEND/ENSAMBLE FINAL,DESPANELIZADO,BROCA O DISCO DAÑADO,Mano de obra,B&S,FOB K2XX
BACKEND/ENSAMBLE FINAL,DESPANELIZADO,COBRE EXPUESTO,Mano de obra,B&S,FOB K2XX
BACKEND/ENSAMBLE FINAL,DESPANELIZADO,COMPONENTE FRACTURADO,Mano de obra,B&S,FOB K2XX
BACKEND/ENSAMBLE FINAL,DESPANELIZADO,CORTE FUERA DE GUIA,Mano de obra,B&S,FOB K2XX
BACKEND/ENSAMBLE FINAL,DESPANELIZADO,DESPANELIZADAS SIN DATOS DE AOI,Mano de obra,B&S,FOB K2XX
BACKEND/ENSAMBLE FINAL,DESPANELIZADO,FALLA DE PROGRAMA,Mano de obra,B&S,FOB K2XX
BACKEND/ENSAMBLE FINAL,DESPANELIZADO,MAL CORTE,Mano de obra,B&S,FOB K2XX
BACKEND/ENSAMBLE FINAL,DESPANELIZADO,MATERIAL FUERA DE ESPECIFICACION,Mano de obra,B&S,FOB K2XX
BACKEND/ENSAMBLE FINAL,DESPANELIZADO,PANEL QUEBRADO,Mano de obra,B&S,FOB K2XX
BACKEND/ENSAMBLE FINAL,DESPANELIZADO,PRUEBAS DE INGENIERIA,Mano de obra,B&S,FOB K2XX
BACKEND/ENSAMBLE FINAL,DESPANELIZADO,UNIDAD CAIDA,Mano de obra,B&S,FOB K2XX
BACKEND/ENSAMBLE FINAL,DESPANELIZADO,UNIDAD GOLPEADA,Mano de obra,B&S,FOB K2XX
BACKEND/ENSAMBLE FINAL,DESPANELIZADO,"FALLA DE MES CÓDIGO 51, 114, 5, 85",Mano de obra,B&S,FOB K2XX
BACKEND/ENSAMBLE FINAL,INSERCION MANUAL,COMPONENTE CAIDO AL PISO,Mano de obra,B&S,FOB K2XX
BACKEND/ENSAMBLE FINAL,INSERCION MANUAL,COMPONENTE EQUIVOCADO,Mano de obra,B&S,FOB K2XX
BACKEND/ENSAMBLE FINAL,INSERCION MANUAL,COMPONENTE GOLPEADO,Mano de obra,B&S,FOB K2XX
BACKEND/ENSAMBLE FINAL,INSERCION MANUAL,COMPONENTE MAL INSERTADO,Mano de obra,B&S,FOB K2XX
BACKEND/ENSAMBLE FINAL,INSERCION MANUAL,MATERIAL FUERA DE ESPECIFICACION,Mano de obra,B&S,FOB K2XX
BACKEND/ENSAMBLE FINAL,INSERCION MANUAL,UNIDAD CAIDA,Mano de obra,B&S,FOB K2XX
BACKEND/ENSAMBLE FINAL,INSERCION MANUAL,"FALLA DE MES CÓDIGO 51, 114, 5, 85",Mano de obra,B&S,FOB K2XX
BACKEND/ENSAMBLE FINAL,PRESS FIT DE LOGO,DAÑO POR FIXTURA,Mano de obra,B&S,FOB K2XX
BACKEND/ENSAMBLE FINAL,PRESS FIT DE LOGO,UNIDAD MAL COLOCADA EN FIXTURA,Mano de obra,B&S,FOB K2XX
BACKEND/ENSAMBLE FINAL,PRESS FIT DE LOGO,PRUEBA DE INGENIERIA,Mano de obra,B&S,FOB K2XX
BACKEND/ENSAMBLE FINAL,PRESS FIT DE LOGO,SET UP,Mano de obra,B&S,FOB K2XX
BACKEND/ENSAMBLE FINAL,PRESS FIT DE LOGO,UNIDAD CAIDA ,Mano de obra,B&S,FOB K2XX
BACKEND/ENSAMBLE FINAL,PRESS FIT DE LOGO,UNIDAD GOLPEADA,Mano de obra,B&S,FOB K2XX
BACKEND/ENSAMBLE FINAL,PRESS FIT DE LOGO,"FALLA DE MES CÓDIGO 51, 114, 5, 85",Mano de obra,B&S,FOB K2XX
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
BACKEND/ENSAMBLE FINAL,ENSAMBLE DE UPPER & LOWER HOUSING,ETIQUETA DUPLICADA,MANO DE OBRA,B&S,FOB K2XX
BACKEND/ENSAMBLE FINAL,ENSAMBLE DE UPPER & LOWER HOUSING,UNIDAD QUEDÓ ABIERTA/MAL ENSAMBLE,PROVEEDOR,B&S,FOB K2XX
BACKEND/ENSAMBLE FINAL,ENSAMBLE DE UPPER & LOWER HOUSING,COMPONENTE ARRANCADO,MAQUINA,B&S,FOB K2XX
BACKEND/ENSAMBLE FINAL,ENSAMBLE DE UPPER & LOWER HOUSING,HOUSING EQUIVOCADO,MANO DE OBRA,B&S,FOB K2XX
BACKEND/ENSAMBLE FINAL,ENSAMBLE DE UPPER & LOWER HOUSING,PRUEBAS DE INGENIERIA/SET UP,METODO,B&S,FOB K2XX
BACKEND/ENSAMBLE FINAL,ENSAMBLE DE UPPER & LOWER HOUSING,MATERIAL FUERA DE ESPECIFICACION,METODO,B&S,FOB K2XX
BACKEND/ENSAMBLE FINAL,ENSAMBLE DE UPPER & LOWER HOUSING,UNIDAD CAIDA,MANO DE OBRA,B&S,FOB K2XX
BACKEND/ENSAMBLE FINAL,ENSAMBLE DE UPPER & LOWER HOUSING,UNIDAD GOLPEADA,MANO DE OBRA,B&S,FOB K2XX
BACKEND/ENSAMBLE FINAL,ENSAMBLE DE UPPER & LOWER HOUSING,GOLDEN OBSOLETA,METODO,B&S,FOB K2XX
BACKEND/ENSAMBLE FINAL,ENSAMBLE DE UPPER & LOWER HOUSING,"FALLA DE MES CÓDIGO 51, 114, 5, 85",METODO,B&S,FOB K2XX
BACKEND/ENSAMBLE FINAL,SIDE CAPS,UNIDAD QUEDÓ ABIERTA/MAL ENSAMBLE,MANO DE OBRA,B&S,FOB K2XX
BACKEND/ENSAMBLE FINAL,SIDE CAPS,PRUEBAS DE INGENIERIA/SET UP,METODO,B&S,FOB K2XX
BACKEND/ENSAMBLE FINAL,SIDE CAPS,MATERIAL FUERA DE ESPECIFICACION,PROVEEDOR,B&S,FOB K2XX
BACKEND/ENSAMBLE FINAL,SIDE CAPS,UNIDAD CAIDA,MANO DE OBRA,B&S,FOB K2XX
BACKEND/ENSAMBLE FINAL,SIDE CAPS,UNIDAD GOLPEADA,MANO DE OBRA,B&S,FOB K2XX
BACKEND/ENSAMBLE FINAL,SIDE CAPS,GOLDEN OBSOLETA,METODO,B&S,FOB K2XX
BACKEND/ENSAMBLE FINAL,SIDE CAPS,"FALLA DE MES CÓDIGO 51, 114, 5, 85",METODO,B&S,FOB K2XX
BACKEND/ENSAMBLE FINAL,LASER MARKING,LASER DESPLAZADO,MAQUINA,B&S,FOB K2XX
BACKEND/ENSAMBLE FINAL,LASER MARKING,INFORMACIÓN INCORRECTA,MANO DE OBRA,B&S,FOB K2XX
BACKEND/ENSAMBLE FINAL,LASER MARKING,LASER TENUE/QUEMADO,MAQUINA,B&S,FOB K2XX
BACKEND/ENSAMBLE FINAL,LASER MARKING,PRUEBAS DE INGENIERIA/SET UP,METODO,B&S,FOB K2XX
BACKEND/ENSAMBLE FINAL,LASER MARKING,UNIDAD CAIDA,MANO DE OBRA,B&S,FOB K2XX
BACKEND/ENSAMBLE FINAL,LASER MARKING,UNIDAD GOLPEADA,MANO DE OBRA,B&S,FOB K2XX
BACKEND/ENSAMBLE FINAL,LASER MARKING,MATERIAL FUERA DE ESPECIFICACION,MAQUINA,B&S,FOB K2XX
BACKEND/ENSAMBLE FINAL,LASER MARKING,"FALLA DE MES CÓDIGO 51, 114, 5, 85",MAQUINA,B&S,FOB K2XX
BACKEND/ENSAMBLE FINAL,ENSAMBLE DE COVER,UNIDAD QUEDÓ ABIERTA/MAL ENSAMBLE,MANO DE OBRA,B&S,FOB K2XX
