area,tecnologia,defecto,causa,division,proyecto
BACKEND/ENSAMBLE FINAL,CRIMPING,MATERIAL FUERA DE ESPECIFICACION,INTRODUCCION,PE,SIMOS 18.2
BACKEND/ENSAMBLE FINAL,CRIMPING,SET UP,INTRODUCCION,PE,SIMOS 18.2
BACKEND/ENSAMBLE FINAL,CRIMPING,UNDIAD MAL CRIMPEADA,INTRODUCCION,PE,SIMOS 18.2
BACKEND/ENSAMBLE FINAL,CRIMPING,UNIDAD GOLPEADA,INTRODUCCION,PE,SIMOS 18.2
BACKEND/ENSAMBLE FINAL,CURADO,UNIDAD CAIDA AL PISO,INTRODUCCION,PE,SIMOS 18.2
BACKEND/ENSAMBLE FINAL,CURADO,UNIDAD GOLPEADA,INTRODUCCION,PE,SIMOS 18.2
BACKEND/ENSAMBLE FINAL,DAE & CAP,DAE/CAP DESPLAZADO,INTRODUCCION,PE,SIMOS 18.2
BACKEND/ENSAMBLE FINAL,DAE & CAP,GOLDEN OBSOLETA,INTRODUCCION,PE,SIMOS 18.2
BACKEND/ENSAMBLE FINAL,DAE & CAP,MATERIAL FUERA DE ESPECIFICACION,INTRODUCCION,PE,SIMOS 18.2
BACKEND/ENSAMBLE FINAL,DAE & CAP,PIEZA CAIDA AL PISO,INTRODUCCION,PE,SIMOS 18.2
BACKEND/ENSAMBLE FINAL,DAE & CAP,UNIDAD CAIDA,INTRODUCCION,PE,SIMOS 18.2
BACKEND/ENSAMBLE FINAL,DESPANELIZADO,COMPONENTE FRACTURADO,INTRODUCCION,PE,SIMOS 18.2
BACKEND/ENSAMBLE FINAL,DIAGNOSTICO,ADICIONALES,INTRODUCCION,PE,SIMOS 18.2
BACKEND/ENSAMBLE FINAL,DIAGNOSTICO,CANTO,INTRODUCCION,PE,SIMOS 18.2
BACKEND/ENSAMBLE FINAL,DIAGNOSTICO,COMPONENTE ARRANCADO,INTRODUCCION,PE,SIMOS 18.2
BACKEND/ENSAMBLE FINAL,DIAGNOSTICO,COMPONENTE DE CABEZA,INTRODUCCION,PE,SIMOS 18.2
BACKEND/ENSAMBLE FINAL,DIAGNOSTICO,COMPONENTE EQUIVOCADO,INTRODUCCION,PE,SIMOS 18.2
BACKEND/ENSAMBLE FINAL,DIAGNOSTICO,COMPONENTE GIRADO,INTRODUCCION,PE,SIMOS 18.2
BACKEND/ENSAMBLE FINAL,DIAGNOSTICO,CONTAMINACION,INTRODUCCION,PE,SIMOS 18.2
BACKEND/ENSAMBLE FINAL,DIAGNOSTICO,CORTOS,INTRODUCCION,PE,SIMOS 18.2
BACKEND/ENSAMBLE FINAL,DIAGNOSTICO,DESPLAZADOS,INTRODUCCION,PE,SIMOS 18.2
BACKEND/ENSAMBLE FINAL,DIAGNOSTICO,DIAGNOSTICO EXHAUSTIVO,INTRODUCCION,PE,SIMOS 18.2
BACKEND/ENSAMBLE FINAL,DIAGNOSTICO,FALTANTES,INTRODUCCION,PE,SIMOS 18.2
BACKEND/ENSAMBLE FINAL,DIAGNOSTICO,GOLDEN OBSOLETA,INTRODUCCION,PE,SIMOS 18.2
BACKEND/ENSAMBLE FINAL,DIAGNOSTICO,INSERCION MANUAL INCOMPLETA,INTRODUCCION,PE,SIMOS 18.2
BACKEND/ENSAMBLE FINAL,DIAGNOSTICO,INSUFICIENCIA SOLDADURA,INTRODUCCION,PE,SIMOS 18.2
BACKEND/ENSAMBLE FINAL,DIAGNOSTICO,MATERIAL FUERA DE ESPECIFICACION,INTRODUCCION,PE,SIMOS 18.2
BACKEND/ENSAMBLE FINAL,DIAGNOSTICO,PIN ELEVADO,INTRODUCCION,PE,SIMOS 18.2
BACKEND/ENSAMBLE FINAL,DIAGNOSTICO,POLARIDAD INVERTIDA,INTRODUCCION,PE,SIMOS 18.2
BACKEND/ENSAMBLE FINAL,DIAGNOSTICO,TOMBSTONE,INTRODUCCION,PE,SIMOS 18.2
BACKEND/ENSAMBLE FINAL,DIAGNOSTICO,UNIDAD CAIDA,INTRODUCCION,PE,SIMOS 18.2
BACKEND/ENSAMBLE FINAL,DIAGNOSTICO,UNIDAD GOLPEADA,INTRODUCCION,PE,SIMOS 18.2
