area,tecnologia,defecto,causa,division,proyecto
BACKEND/ENSAMBLE FINAL,ICT,CONTAMINACION,MANO DE OBRA,MCM2,PE
BACKEND/ENSAMBLE FINAL,ICT,COMPONENTE ARRANCADO,MANO DE OBRA,MCM2,PE
BACKEND/ENSAMBLE FINAL,ICT,COMPONENTE FRACTURADO,MANO DE OBRA,MCM2,PE
BACKEND/ENSAMBLE FINAL,ICT,EXCESO DE PASS-COUNT,MANO DE OBRA,MCM2,PE
BACKEND/ENSAMBLE FINAL,ICT,FALLA DE ICT,MANO DE OBRA,MCM2,PE
BACKEND/ENSAMBLE FINAL,ICT,GOLDEN OBSOLETA,MANO DE OBRA,MCM2,PE
BACKEND/ENSAMBLE FINAL,ICT,MAL FLUJO,MANO DE OBRA,MCM2,PE
BACKEND/ENSAMBLE FINAL,ICT,PRUEBAS DE INGENIERIA,MANO DE OBRA,MCM2,PE
BACKEND/ENSAMBLE FINAL,ICT,SET UP,MANO DE OBRA,MCM2,PE
BACKEND/ENSAMBLE FINAL,ICT,SIN INTERLOCKING,MANO DE OBRA,MCM2,PE
BACKEND/ENSAMBLE FINAL,ICT,SIN PRUEBA ANTERIOR,MANO DE OBRA,MCM2,PE
BACKEND/ENSAMBLE FINAL,ICT,UNIDAD CAIDA,MANO DE OBRA,MCM2,PE
BACKEND/ENSAMBLE FINAL,ICT,UNIDAD GOLPEADA,MANO DE OBRA,MCM2,PE
BACKEND/ENSAMBLE FINAL,ICT,UNIDAD MAL COLOCADA EN FIXTURA,MANO DE OBRA,MCM2,PE
BACKEND/ENSAMBLE FINAL,ATORNILLADO_1 (PCB),MALA SECUENCIA,MANO DE OBRA,MCM2,PE
BACKEND/ENSAMBLE FINAL,ATORNILLADO_1 (PCB),MATERIAL FUERA DE ESPECIFICACION,MANO DE OBRA,MCM2,PE
BACKEND/ENSAMBLE FINAL,ATORNILLADO_1 (PCB),SIN INTERLOCKING,MANO DE OBRA,MCM2,PE
BACKEND/ENSAMBLE FINAL,ATORNILLADO_1 (PCB),TORNILLO  BARRIDO,MANO DE OBRA,MCM2,PE
BACKEND/ENSAMBLE FINAL,ATORNILLADO_1 (PCB),TORNILLO CAPADO,MANO DE OBRA,MCM2,PE
BACKEND/ENSAMBLE FINAL,ATORNILLADO_1 (PCB),TORNILLO EQUIVOCADO,MANO DE OBRA,MCM2,PE
BACKEND/ENSAMBLE FINAL,ATORNILLADO_1 (PCB),TORNILLO MAL COLOCADO,MANO DE OBRA,MCM2,PE
BACKEND/ENSAMBLE FINAL,ATORNILLADO_1 (PCB),UNIDAD CAIDA,MANO DE OBRA,MCM2,PE
BACKEND/ENSAMBLE FINAL,ATORNILLADO_1 (PCB),UNIDAD GOLPEADA,MANO DE OBRA,MCM2,PE
BACKEND/ENSAMBLE FINAL,ATORNILLADO_2 (Conector),MALA SECUENCIA,MANO DE OBRA,MCM2,PE
BACKEND/ENSAMBLE FINAL,ATORNILLADO_2 (Conector),MATERIAL FUERA DE ESPECIFICACION,MANO DE OBRA,MCM2,PE
BACKEND/ENSAMBLE FINAL,ATORNILLADO_2 (Conector),SIN INTERLOCKING,MANO DE OBRA,MCM2,PE
BACKEND/ENSAMBLE FINAL,ATORNILLADO_2 (Conector),TORNILLO  BARRIDO,MANO DE OBRA,MCM2,PE
BACKEND/ENSAMBLE FINAL,ATORNILLADO_2 (Conector),TORNILLO CAPADO,MANO DE OBRA,MCM2,PE
BACKEND/ENSAMBLE FINAL,ATORNILLADO_2 (Conector),TORNILLO EQUIVOCADO,MANO DE OBRA,MCM2,PE
BACKEND/ENSAMBLE FINAL,ATORNILLADO_2 (Conector),TORNILLO MAL COLOCADO,MANO DE OBRA,MCM2,PE
BACKEND/ENSAMBLE FINAL,ATORNILLADO_2 (Conector),UNIDAD CAIDA,MANO DE OBRA,MCM2,PE
BACKEND/ENSAMBLE FINAL,ATORNILLADO_2 (Conector),UNIDAD GOLPEADA,MANO DE OBRA,MCM2,PE
BACKEND/ENSAMBLE FINAL,ATORNILLADO_3 (Tapa),MALA SECUENCIA,MANO DE OBRA,MCM2,PE
BACKEND/ENSAMBLE FINAL,ATORNILLADO_3 (Tapa),MATERIAL FUERA DE ESPECIFICACION,MANO DE OBRA,MCM2,PE
BACKEND/ENSAMBLE FINAL,ATORNILLADO_3 (Tapa),SIN INTERLOCKING,MANO DE OBRA,MCM2,PE
BACKEND/ENSAMBLE FINAL,ATORNILLADO_3 (Tapa),TORNILLO  BARRIDO,MANO DE OBRA,MCM2,PE
BACKEND/ENSAMBLE FINAL,ATORNILLADO_3 (Tapa),TORNILLO CAPADO,MANO DE OBRA,MCM2,PE
BACKEND/ENSAMBLE FINAL,ATORNILLADO_3 (Tapa),TORNILLO EQUIVOCADO,MANO DE OBRA,MCM2,PE
BACKEND/ENSAMBLE FINAL,ATORNILLADO_3 (Tapa),TORNILLO MAL COLOCADO,MANO DE OBRA,MCM2,PE
BACKEND/ENSAMBLE FINAL,ATORNILLADO_3 (Tapa),UNIDAD CAIDA,MANO DE OBRA,MCM2,PE
BACKEND/ENSAMBLE FINAL,ATORNILLADO_3 (Tapa),UNIDAD GOLPEADA,MANO DE OBRA,MCM2,PE
BACKEND/ENSAMBLE FINAL,MINI OLA,COMPONENTE MAL INSERTADO,MANO DE OBRA,MCM2,PE
BACKEND/ENSAMBLE FINAL,MINI OLA,CONTAMINACION,MANO DE OBRA,MCM2,PE
BACKEND/ENSAMBLE FINAL,MINI OLA,CORTOS,MANO DE OBRA,MCM2,PE
BACKEND/ENSAMBLE FINAL,MINI OLA,GOLDEN OBSOLETA,MANO DE OBRA,MCM2,PE
BACKEND/ENSAMBLE FINAL,MINI OLA,INSUFICIENCIA,MANO DE OBRA,MCM2,PE
BACKEND/ENSAMBLE FINAL,MINI OLA,MAL FLUJO,MANO DE OBRA,MCM2,PE
BACKEND/ENSAMBLE FINAL,MINI OLA,MATERIAL FUERA DE ESPECIFICACION,MANO DE OBRA,MCM2,PE
BACKEND/ENSAMBLE FINAL,MINI OLA,MUESTRAS FISICAS,MANO DE OBRA,MCM2,PE
BACKEND/ENSAMBLE FINAL,MINI OLA,PERLAS,MANO DE OBRA,MCM2,PE
BACKEND/ENSAMBLE FINAL,MINI OLA,PIN BOLA,MANO DE OBRA,MCM2,PE
BACKEND/ENSAMBLE FINAL,MINI OLA,PRUEBA DE INGENIERIA,MANO DE OBRA,MCM2,PE
BACKEND/ENSAMBLE FINAL,MINI OLA,SET UP,MANO DE OBRA,MCM2,PE
BACKEND/ENSAMBLE FINAL,MINI OLA,SOLADADURA SOBRE PANEL,MANO DE OBRA,MCM2,PE
BACKEND/ENSAMBLE FINAL,MINI OLA,UNIDAD CAIDA,MANO DE OBRA,MCM2,PE
BACKEND/ENSAMBLE FINAL,MINI OLA,UNIDAD GOLPEADA,MANO DE OBRA,MCM2,PE
BACKEND/ENSAMBLE FINAL,OLA,COMPONENTE MAL INSERTADO,MANO DE OBRA,MCM2,PE
BACKEND/ENSAMBLE FINAL,PRESSING,COMPONENTE ARRANCADO,MANO DE OBRA,MCM2,PE
BACKEND/ENSAMBLE FINAL,PRESSING,CONECTOR DAÑADO,MANO DE OBRA,MCM2,PE
BACKEND/ENSAMBLE FINAL,PRESSING,CORTOS,MANO DE OBRA,MCM2,PE
BACKEND/ENSAMBLE FINAL,PRESSING,EXCESO DE PRESION,MANO DE OBRA,MCM2,PE
BACKEND/ENSAMBLE FINAL,PRESSING,MAL MANEJO DE MATERIAL,MANO DE OBRA,MCM2,PE
BACKEND/ENSAMBLE FINAL,PRESSING,MAL PRENSADO,MANO DE OBRA,MCM2,PE
BACKEND/ENSAMBLE FINAL,PRESSING,PIN DOBLADO,MANO DE OBRA,MCM2,PE
BACKEND/ENSAMBLE FINAL,PRESSING,PRESION ALTA,MANO DE OBRA,MCM2,PE
BACKEND/ENSAMBLE FINAL,PRESSING,PRESION BAJA,MANO DE OBRA,MCM2,PE
BACKEND/ENSAMBLE FINAL,PRESSING,PRUEBA DE INGENIERIA,MANO DE OBRA,MCM2,PE
BACKEND/ENSAMBLE FINAL,PRESSING,SET UP,MANO DE OBRA,MCM2,PE
BACKEND/ENSAMBLE FINAL,PRESSING,SIN EVIDENCIA DE PIN,MANO DE OBRA,MCM2,PE
BACKEND/ENSAMBLE FINAL,PRESSING,UNIDAD CAIDA,MANO DE OBRA,MCM2,PE
BACKEND/ENSAMBLE FINAL,PRESSING,UNIDAD GOLPEADA,MANO DE OBRA,MCM2,PE
BACKEND/ENSAMBLE FINAL,DISPENSADO Dow Corning,BURBUJAS,MANO DE OBRA,MCM2,PE
BACKEND/ENSAMBLE FINAL,DISPENSADO Dow Corning,CARCAZA DAÑADA,MANO DE OBRA,MCM2,PE
BACKEND/ENSAMBLE FINAL,DISPENSADO Dow Corning,DESPLAZADO,MANO DE OBRA,MCM2,PE
BACKEND/ENSAMBLE FINAL,DISPENSADO Dow Corning,EXCESO,MANO DE OBRA,MCM2,PE
BACKEND/ENSAMBLE FINAL,DISPENSADO Dow Corning,INSUFICIENCIA,MANO DE OBRA,MCM2,PE
BACKEND/ENSAMBLE FINAL,DISPENSADO Dow Corning,MAL MANEJO,MANO DE OBRA,MCM2,PE
BACKEND/ENSAMBLE FINAL,DISPENSADO Dow Corning,MATERIAL FUERA DE ESPECIFICACION,MANO DE OBRA,MCM2,PE
BACKEND/ENSAMBLE FINAL,DISPENSADO Dow Corning,SET UP,MANO DE OBRA,MCM2,PE
BACKEND/ENSAMBLE FINAL,DISPENSADO Dow Corning,UNIDAD CAIDA,MANO DE OBRA,MCM2,PE
BACKEND/ENSAMBLE FINAL,DISPENSADO Dow Corning,UNIDAD MAL COLOCADA EN FIXTURA,MANO DE OBRA,MCM2,PE
BACKEND/ENSAMBLE FINAL,DISPENSADO de GF1500,BURBUJAS,MANO DE OBRA,MCM2,PE
BACKEND/ENSAMBLE FINAL,DISPENSADO de GF1500,CARCAZA DAÑADA,MANO DE OBRA,MCM2,PE
BACKEND/ENSAMBLE FINAL,DISPENSADO de GF1500,DESPLAZADO,MANO DE OBRA,MCM2,PE
BACKEND/ENSAMBLE FINAL,DISPENSADO de GF1500,EXCESO,MANO DE OBRA,MCM2,PE
BACKEND/ENSAMBLE FINAL,DISPENSADO de GF1500,INSUFICIENCIA,MANO DE OBRA,MCM2,PE
BACKEND/ENSAMBLE FINAL,DISPENSADO de GF1500,MAL MANEJO,MANO DE OBRA,MCM2,PE
BACKEND/ENSAMBLE FINAL,DISPENSADO de GF1500,MATERIAL FUERA DE ESPECIFICACION,MANO DE OBRA,MCM2,PE
BACKEND/ENSAMBLE FINAL,DISPENSADO de GF1500,SET UP,MANO DE OBRA,MCM2,PE
BACKEND/ENSAMBLE FINAL,DISPENSADO de GF1500,UNIDAD CAIDA,MANO DE OBRA,MCM2,PE
BACKEND/ENSAMBLE FINAL,DISPENSADO de GF1500,UNIDAD MAL COLOCADA EN FIXTURA,MANO DE OBRA,MCM2,PE
BACKEND/ENSAMBLE FINAL,DISPENSADO de Semicosil,BURBUJAS,MANO DE OBRA,MCM2,PE
BACKEND/ENSAMBLE FINAL,DISPENSADO de Semicosil,CARCAZA DAÑADA,MANO DE OBRA,MCM2,PE
