No.Item	Fecha	Txs SAP	Mov	Código Scrap	O.I.	APD	Parte Padre	Batch ID	No.Parte	Cantidad	gf	hj	fd	Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	Déficit Stock	No.Docto.SAP
344667	31/08/2013	ZSCR	551	035-1	0	'050	A2C3278250092	NA	A2C00044068	65	3011	050		1351	"200V,2A,1,FAST,SMB/DO214AA,RECT DIODE/ES"		ROH	NA	28.6	ES_SIMOS 12.2_SAMUEL ME	NO	4970396794
344667	31/08/2013	ZSCR	551	035-1	0	'050	A2C3278250092	NA	A2C00025008	28	3011	050		1351	"300V,100mA,2,STANDARD,SOT143,RECT DIODE/"		ROH	NA	11.2	ES_SIMOS 12.2_SAMUEL ME	NO	4970396794
344667	31/08/2013	ZSCR	551	035-1	0	'050	A2C3278250092	NA	A2C40006170	3	3011	050		1351	"C CER,X7R,150nF,10%,25V,1206,Sn"		ROH	NA	0.36	ES_SIMOS 12.2_SAMUEL ME	NO	4970396794
344667	31/08/2013	ZSCR	551	035-1	0	'050	A2C3278250092	NA	A2C00018109	71	3011	050		1351	"R LIN,120K,5%,TK200,63mW,0402"		ROH	NA	0.71	ES_SIMOS 12.2_SAMUEL ME	NO	4970396794
344667	31/08/2013	ZSCR	551	035-1	0	'050	A2C3278250092	NA	A2C40002608	41	3011	050		1351	"C CER,X7R,220nF,10%,16V,0603,Sn"		ROH	NA	2.46	ES_SIMOS 12.2_SAMUEL ME	NO	4970396794
344667	31/08/2013	ZSCR	551	035-1	0	'050	A2C3278250092	NA	A2C00018230	14	3011	050		1351	"400V,1A,1,STANDARD,DO214AC,RECT DIODE/S1"		ROH	NA	2.38	ES_SIMOS 12.2_SAMUEL ME	NO	4970396794
344667	31/08/2013	ZSCR	551	035-1	0	'050	A2C3278250092	NA	A2C00010733	267	3011	050		1351	"0R051,250mW,2.21A,5nH,1206,SHUNT/WSL"		ROH	NA	403.17	ES_SIMOS 12.2_SAMUEL ME	NO	4970396794
344667	31/08/2013	ZSCR	551	035-1	0	'050	A2C3278250092	NA	A2C00011293	280	3011	050		1351	"680K,1%,TK100,63mW,0603,LIN RES/ERJ"		ROH	NA	5.6	ES_SIMOS 12.2_SAMUEL ME	NO	4970396794
344667	31/08/2013	ZSCR	551	035-1	0	'050	A2C3278250092	NA	A2C00003588	10	3011	050		1351	"1K1,1%,TK50,250mW,MINIMELF0204,LIN RES/"		ROH	NA	0.9	ES_SIMOS 12.2_SAMUEL ME	NO	4970396794
344667	31/08/2013	ZSCR	551	035-1	0	'050	A2C3278250092	NA	A2C00010739	566	3011	050		1351	"10nF,10%,16V,X7R,0402,TINNED,CER CAP/"		ROH	NA	11.32	ES_SIMOS 12.2_SAMUEL ME	NO	4970396794
344667	31/08/2013	ZSCR	551	035-1	0	'050	A2C3278250092	NA	A2C00036144	21	3011	050		1351	"Dual,3.6V,300mW,Common Anode, SOT23,ZENE"		ROH	NA	4.41	ES_SIMOS 12.2_SAMUEL ME	NO	4970396794
344667	31/08/2013	ZSCR	551	035-1	0	'050	A2C3278250092	NA	A2C00045243	84	3011	050		1351	"1,N_CHAN,MOS,POWER,55V,30A,13mOhm,TO252/"		ROH	NA	294	ES_SIMOS 12.2_SAMUEL ME	NO	4970396794
344667	31/08/2013	ZSCR	551	035-1	0	'050	A2C3278250092	NA	A2C00020075	90	3011	050		1351	"61R9,1%,TK50,250mW,MINIMELF0204,LIN RES/"		ROH	NA	8.1	ES_SIMOS 12.2_SAMUEL ME	NO	4970396794
344667	31/08/2013	ZSCR	551	035-1	0	'050	A2C3278250092	NA	A2C00020090	13	3011	050		1351	"C CER,X7R,47nF,10%,16V,0402,Sn"		ROH	NA	0.26	ES_SIMOS 12.2_SAMUEL ME	NO	4970396794
344667	31/08/2013	ZSCR	551	035-1	0	'050	A2C3278250092	NA	A2C00035287	67	3011	050		1351	"60V,2A,1,SCHOTTKY,SMB,RECT DIODE/SS26"		ROH	NA	32.83	ES_SIMOS 12.2_SAMUEL ME	NO	4970396794
344667	31/08/2013	ZSCR	551	035-1	0	'050	A2C3278250092	NA	A2C00043037	250	3011	050		1351	"200V,2A,1,STANDARD,DO214AA,RECT DIODE/ES"		ROH	NA	125	ES_SIMOS 12.2_SAMUEL ME	NO	4970396794
344667	31/08/2013	ZSCR	551	035-1	0	'050	A2C3278250092	NA	A2C00033919	249	3011	050		1351	"1uF,10%,50V,X7R,1206,Sn,CER CAP/GCM"		ROH	NA	47.31	ES_SIMOS 12.2_SAMUEL ME	NO	4970396794
344667	31/08/2013	ZSCR	551	035-1	0	'050	A2C3278250092	NA	A2C00064909	89	3011	050		1351	"R SHUNT,0R01,1W,10A,3nH,2512"		ROH	NA	107.69	ES_SIMOS 12.2_SAMUEL ME	NO	4970396794
344667	31/08/2013	ZSCR	551	035-1	0	'050	A2C3278250092	NA	A2C00043039	82	3011	050		1351	"D REC/ES1DHE3 or MURA120T3G,200V,1A,DO21"		ROH	NA	23.78	ES_SIMOS 12.2_SAMUEL ME	NO	4970396794
344667	31/08/2013	ZSCR	551	035-1	0	'050	A2C3278250092	NA	A2C00052946	4	3011	050		1351	"100V,2A,1,SCHOTTKY,SMB,RECT DIODE/SS2H10"		ROH	NA	2.24	ES_SIMOS 12.2_SAMUEL ME	NO	4970396794
344667	31/08/2013	ZSCR	551	035-1	0	'050	A2C3278250092	NA	A2C00114200	24	3011	050		1351	"T FET/NTD6415ANLT4G,MOS,POWER,DPAK, shor"		ROH	NA	39.12	ES_SIMOS 12.2_SAMUEL ME	NO	4970396794
344667	31/08/2013	ZSCR	551	035-1	0	'050	A2C3278250092	NA	A2C00049811	17	3011	050		1351	"65V,1A,STEP UP,-TBD-,VOLT REG/ATIC126"		ROH	NA	122.57	ES_SIMOS 12.2_SAMUEL ME	NO	4970396794
344667	31/08/2013	ZSCR	551	035-1	0	'050	A2C3278250092	NA	A2C00000305	445	3011	050		1351	"D SUP/P6SMB33A,DO214AA"		ROH	NA	222.5	ES_SIMOS 12.2_SAMUEL ME	NO	4970396794
344667	31/08/2013	ZSCR	551	035-1	0	'050	A2C3278250092	NA	A2C00027042	33	3011	050		1351	"2K67,1%,TK100,250mW,1206,LIN RES/"		ROH	NA	0.66	ES_SIMOS 12.2_SAMUEL ME	NO	4970396794
344667	31/08/2013	ZSCR	551	035-1	0	'050	A2C3278250092	NA	A2C00003748	4	3011	050		1351	"0R22,5%,TK100,250mW,MINIMELF0204,LIN RES"		ROH	NA	0.56	ES_SIMOS 12.2_SAMUEL ME	NO	4970396794
344667	31/08/2013	ZSCR	551	035-1	0	'050	A2C3278250092	NA	A2C00003603	36	3011	050		1351	"100R,1%,TK50,250mW,MINIMELF0204,LIN RES/"		ROH	NA	3.24	ES_SIMOS 12.2_SAMUEL ME	NO	4970396794
344667	31/08/2013	ZSCR	551	035-1	0	'050	A2C3278250092	NA	A2C00010738	107	3011	050		1351	"C CER,X7R,1nF,10%,50V,0402,Sn,STANDARD"		ROH	NA	2.14	ES_SIMOS 12.2_SAMUEL ME	NO	4970396794
344667	31/08/2013	ZSCR	551	035-1	0	'050	A2C3278250092	NA	A2C00006181	218	3011	050		1351	"R LIN,33R2,1%,TK100,250mW,1206"		ROH	NA	6.54	ES_SIMOS 12.2_SAMUEL ME	NO	4970396794
344667	31/08/2013	ZSCR	551	035-1	0	'050	A2C3278250092	NA	A2C00003465	2	3011	050		1351	"R LIN,470R,5%,TK200,250mW,1206"		ROH	NA	0.06	ES_SIMOS 12.2_SAMUEL ME	NO	4970396794
344667	31/08/2013	ZSCR	551	035-1	0	'050	A2C3278250092	NA	A2C00052706	30	3011	050		1351	"0R022,3W,9.53A,3nH,2512,SHUNT/SMS-R022-1"		ROH	NA	59.1	ES_SIMOS 12.2_SAMUEL ME	NO	4970396794
344668	31/08/2013	ZSCR	551	035-1	0	'050	A2C3278250092	NA	A2C00022909	3	3011	050		1351	"2.2nF,10%,50V,X7R,0402,TINNED,CER CAP/C1"		ROH	NA	0.06	ES_SIMOS 12.2_SAMUEL ME	NO	4970396794
344668	31/08/2013	ZSCR	551	035-1	0	'050	A2C3278250092	NA	A2C00042729	44	3011	050		1351	"100uH,150mA,SMD,COIL/Chokes for Data and"		ROH	NA	75.24	ES_SIMOS 12.2_SAMUEL ME	NO	4970396794
344668	31/08/2013	ZSCR	551	035-1	0	'050	A2C3278250092	NA	A2C00034028	271	3011	050		1351	"100nF,10%,16V,X7R,0402,TINNED,CER CAP/"		ROH	NA	5.42	ES_SIMOS 12.2_SAMUEL ME	NO	4970396794
344668	31/08/2013	ZSCR	551	035-1	0	'050	A2C3278250092	NA	A2C00035217	480	3011	050		1351	"1,OP AMP,0Hz,5 PINS SOT23,OP-COMP/AD8515"		ROH	NA	686.4	ES_SIMOS 12.2_SAMUEL ME	NO	4970396794
344668	31/08/2013	ZSCR	551	035-1	0	'050	A2C3278250092	NA	A2C40005235	36	3011	050		1351	"D ZEN/-,27V,200mW,SOD323"		ROH	NA	3.96	ES_SIMOS 12.2_SAMUEL ME	NO	4970396794
344668	31/08/2013	ZSCR	551	035-1	0	'050	A2C3278250092	NA	A2C00051037	21	3011	050		1351	"ATIC124, Control ASIC for SDI,OTHER IC/"		ROH	NA	1005.27	ES_SIMOS 12.2_SAMUEL ME	NO	4970396794
344668	31/08/2013	ZSCR	551	035-1	0	'050	A2C3278250092	NA	A2C00044356	1	3011	050		1351	"10V,1A,1,SCHOTTKY,SOD323,RECT DIODE/BAT6"		ROH	NA	0.38	ES_SIMOS 12.2_SAMUEL ME	NO	4970396794
344668	31/08/2013	ZSCR	551	035-1	0	'050	A2C3278250092	NA	A2C00025008	274	3011	050		1351	"300V,100mA,2,STANDARD,SOT143,RECT DIODE/"		ROH	NA	109.6	ES_SIMOS 12.2_SAMUEL ME	NO	4970396794
344668	31/08/2013	ZSCR	551	035-1	0	'050	A2C3278250092	NA	A2C00030499	33	3011	050		1351	"T FET/Si1539DL,MOS,SMALLSIGNAL,BOTH,30V,"		ROH	NA	24.75	ES_SIMOS 12.2_SAMUEL ME	NO	4970396794
344668	31/08/2013	ZSCR	551	035-1	0	'050	A2C3278250092	NA	A2C00044062	115	3011	050		1351	"200V,1A,1,FAST,SMA/DO214AC,RECT DIODE/ES"		ROH	NA	48.3	ES_SIMOS 12.2_SAMUEL ME	NO	4970396794
344668	31/08/2013	ZSCR	551	035-1	0	'050	A2C3278250092	NA	A2C00020895	1	3011	050		1351	"70V,150mA,2, common anode, FAST,SOT323_3"		ROH	NA	0.08	ES_SIMOS 12.2_SAMUEL ME	NO	4970396794
344668	31/08/2013	ZSCR	551	035-1	0	'050	A2C3278250092	NA	A2C00018230	1	3011	050		1351	"400V,1A,1,STANDARD,DO214AC,RECT DIODE/S1"		ROH	NA	0.17	ES_SIMOS 12.2_SAMUEL ME	NO	4970396794
344668	31/08/2013	ZSCR	551	035-1	0	'050	A2C3278250092	NA	A2C00010733	229	3011	050		1351	"0R051,250mW,2.21A,5nH,1206,SHUNT/WSL"		ROH	NA	345.79	ES_SIMOS 12.2_SAMUEL ME	NO	4970396794
344668	31/08/2013	ZSCR	551	035-1	0	'050	A2C3278250092	NA	A2C00010739	17	3011	050		1351	"10nF,10%,16V,X7R,0402,TINNED,CER CAP/"		ROH	NA	0.34	ES_SIMOS 12.2_SAMUEL ME	NO	4970396794
344668	31/08/2013	ZSCR	551	035-1	0	'050	A2C3278250092	NA	A2C00003588	13	3011	050		1351	"1K1,1%,TK50,250mW,MINIMELF0204,LIN RES/"		ROH	NA	1.17	ES_SIMOS 12.2_SAMUEL ME	NO	4970396794
344668	31/08/2013	ZSCR	551	035-1	0	'050	A2C3278250092	NA	A2C00025918	32	3011	050		1351	"10nF,5%,50V,C0G,0805,-,CER CAP/"		ROH	NA	5.12	ES_SIMOS 12.2_SAMUEL ME	NO	4970396794
344668	31/08/2013	ZSCR	551	035-1	0	'050	A2C3278250092	NA	A2C00060286	5	3011	050		1351	"ATIC91,5V,400mA,STEP DOWN,QFN-44,VOLT RE"		ROH	NA	78.2	ES_SIMOS 12.2_SAMUEL ME	NO	4970396794
344668	31/08/2013	ZSCR	551	035-1	0	'050	A2C3278250092	NA	A2C00033919	6	3011	050		1351	"1uF,10%,50V,X7R,1206,Sn,CER CAP/GCM"		ROH	NA	1.14	ES_SIMOS 12.2_SAMUEL ME	NO	4970396794
344668	31/08/2013	ZSCR	551	035-1	0	'050	A2C3278250092	NA	A2C00006606	1	3011	050		1351	"100K,5%,TK200,63mW,0402,LIN RES/"		ROH	NA	0.01	ES_SIMOS 12.2_SAMUEL ME	NO	4970396794
344668	31/08/2013	ZSCR	551	035-1	0	'050	A2C3278250092	NA	A2C00031095	1182	3011	050		1351	"75V,250mA,1,FAST, SOD323,RECT DIODE/BAS1"		ROH	NA	106.38	ES_SIMOS 12.2_SAMUEL ME	NO	4970396794
344668	31/08/2013	ZSCR	551	035-1	0	'050	A2C3278250092	NA	A2C00022980	4	3011	050		1351	"47uF,20%,25V,SMD,TA,ELEC CAP/LOW ESR"		ROH	NA	11.24	ES_SIMOS 12.2_SAMUEL ME	NO	4970396794
344668	31/08/2013	ZSCR	551	035-1	0	'050	A2C3278250092	NA	A2C00454500	206	3011	050		1351	"D REC/BAV70W,100V,175mA,SOT323_3,0s"		ROH	NA	16.48	ES_SIMOS 12.2_SAMUEL ME	NO	4970396794
344668	31/08/2013	ZSCR	551	035-1	0	'050	A2C3278250092	NA	A2C00004465	20	3011	050		1351	"R LIN,47K,1%,TK100,100mW,0603"		ROH	NA	0.2	ES_SIMOS 12.2_SAMUEL ME	NO	4970396794
344668	31/08/2013	ZSCR	551	035-1	0	'050	A2C3278250092	NA	A2C00058589	27	3011	050		1351	"1,N_CHAN,MOS,POWER,100V,22A,75mOhm,DPAK,"		ROH	NA	47.25	ES_SIMOS 12.2_SAMUEL ME	NO	4970396794
344668	31/08/2013	ZSCR	551	035-1	0	'050	A2C3278250092	NA	A2C00043039	1	3011	050		1351	"D REC/ES1DHE3 or MURA120T3G,200V,1A,DO21"		ROH	NA	0.29	ES_SIMOS 12.2_SAMUEL ME	NO	4970396794
344668	31/08/2013	ZSCR	551	035-1	0	'050	A2C3278250092	NA	A2C00018438	3	3011	050		1351	"R LIN,220K,5%,TK200,63mW,0402"		ROH	NA	0.03	ES_SIMOS 12.2_SAMUEL ME	NO	4970396794
344668	31/08/2013	ZSCR	551	035-1	0	'050	A2C3278250092	NA	A2C00003603	6	3011	050		1351	"100R,1%,TK50,250mW,MINIMELF0204,LIN RES/"		ROH	NA	0.54	ES_SIMOS 12.2_SAMUEL ME	NO	4970396794
344668	31/08/2013	ZSCR	551	035-1	0	'050	A2C3278250093	NA	A2C00011061	2	3011	050		1351	"1,NPN,NORMAL,100mA,50V,SOT323_3,BIP/BCR1"		ROH	NA	0.18	ES_SIMOS 12.2_SAMUEL ME	NO	4970396809
344668	31/08/2013	ZSCR	551	035-1	0	'050	A2C3278250093	NA	A2C00010739	2	3011	050		1351	"10nF,10%,16V,X7R,0402,TINNED,CER CAP/"		ROH	NA	0.04	ES_SIMOS 12.2_SAMUEL ME	NO	4970396809
344668	31/08/2013	ZSCR	551	035-1	0	'050	A2C3278250093	NA	A2C00004465	30	3011	050		1351	"R LIN,47K,1%,TK100,100mW,0603"		ROH	NA	0.3	ES_SIMOS 12.2_SAMUEL ME	NO	4970396809
344668	31/08/2013	ZSCR	551	035-1	0	'050	A2C3278250093	NA	A2C00370600	1	3011	050		1351	"L COIL/MSS1278T-472ML,4.7uH,15.3A,SMD"		ROH	NA	6.55	ES_SIMOS 12.2_SAMUEL ME	NO	4970396809
344668	31/08/2013	ZSCR	551	035-1	0	'050	A2C3278250093	NA	A2C00034028	28	3011	050		1351	"100nF,10%,16V,X7R,0402,TINNED,CER CAP/"		ROH	NA	0.56	ES_SIMOS 12.2_SAMUEL ME	NO	4970396809
344668	31/08/2013	ZSCR	551	035-1	0	'050	A2C3278250093	NA	A2C00060022	20	3011	050		1351	"1,NPN,RET,100mA,50V,SOT-23,BIP,R1=4.7k,"		ROH	NA	1.6	ES_SIMOS 12.2_SAMUEL ME	NO	4970396809
344668	31/08/2013	ZSCR	551	035-1	0	'050	A2C3278250093	NA	A2C00004071	3	3011	050		1351	"100K,1%,TK100,125mW,0805,LIN RES/RC"		ROH	NA	0.06	ES_SIMOS 12.2_SAMUEL ME	NO	4970396809
344668	31/08/2013	ZSCR	551	035-1	0	'050	A2C3278250093	NA	A2C00006792	19	3011	050		1351	"470nF,10%,16V,X7R,0805,TINNED,CER CAP/"		ROH	NA	1.52	ES_SIMOS 12.2_SAMUEL ME	NO	4970396809
344668	31/08/2013	ZSCR	551	035-1	0	'050	A2C3278250093	NA	A2C00035217	98	3011	050		1351	"1,OP AMP,0Hz,5 PINS SOT23,OP-COMP/AD8515"		ROH	NA	140.14	ES_SIMOS 12.2_SAMUEL ME	NO	4970396809
344668	31/08/2013	ZSCR	551	035-1	0	'050	A2C3278250093	NA	A2C00031045	10	3011	050		1351	"150K,1%,TK100,63mW,0402,LIN RES/"		ROH	NA	0.1	ES_SIMOS 12.2_SAMUEL ME	NO	4970396809
344668	31/08/2013	ZSCR	551	035-1	0	'050	A2C3278250093	NA	A2C00042403	173	3011	050		1351	"33uF,20%,35V,SMD,AL,ELEC CAP/"		ROH	NA	157.43	ES_SIMOS 12.2_SAMUEL ME	NO	4970396809
344668	31/08/2013	ZSCR	551	035-1	0	'050	A2C3278250093	NA	A2C00454500	4	3011	050		1351	"D REC/BAV70W,100V,175mA,SOT323_3,0s"		ROH	NA	0.32	ES_SIMOS 12.2_SAMUEL ME	NO	4970396809
344668	31/08/2013	ZSCR	551	035-1	0	'050	A2C3278250093	NA	A2C00024964	9	3011	050		1351	"T BIP/BC847BW,SOT323"		ROH	NA	0.72	ES_SIMOS 12.2_SAMUEL ME	NO	4970396809
344668	31/08/2013	ZSCR	551	035-1	0	'050	A2C3278250093	NA	A2C00031015	8	3011	050		1351	"4,EQ ISO,konvex 1206,10K,1%,63mW,NET RES"		ROH	NA	0.48	ES_SIMOS 12.2_SAMUEL ME	NO	4970396809
344668	31/08/2013	ZSCR	551	035-1	0	'050	A2C3278250093	NA	A2C00037908	3	3011	050		1351	"Absolute pressure sensor,SENSOR/SMD288"		ROH	NA	47.88	ES_SIMOS 12.2_SAMUEL ME	NO	4970396809
344668	31/08/2013	ZSCR	551	035-1	0	'050	A2C3278250093	NA	A2C00045889	23	3011	050		1351	"68uF,20%,10V,SMD,TA,ELEC CAP/"		ROH	NA	21.39	ES_SIMOS 12.2_SAMUEL ME	NO	4970396809
344664	31/08/2013	ZSCR	551	035-1	0	'050	A2C53331467A	NA	A2C00020895	16	3011	050		1351	"70V,150mA,2, common anode, FAST,SOT323_3"		ROH	NA	1.28	ES_SID908_ARTURO NERI-L	NO	4970396833
344664	31/08/2013	ZSCR	551	035-1	0	'050	A2C53331467A	NA	A2C00048202	14	3011	050		1351	"14V,40V,0603,VARISTOR/ PLZT-coating+++Pl"		ROH	NA	2.52	ES_SID908_ARTURO NERI-L	NO	4970396833
344664	31/08/2013	ZSCR	551	035-1	0	'050	A2C53331467A	NA	A2C00000414	4	3011	050		1351	"70V,140mA,2,STANDARD,SOT23,RECT DIODE/BA"		ROH	NA	0.44	ES_SID908_ARTURO NERI-L	NO	4970396833
344664	31/08/2013	ZSCR	551	035-1	0	'050	A2C53331467A	NA	A2C00041199	1	3011	050		1351	"1K5,1%,TK100,63mW,0402,LIN RES/ERJ R"		ROH	NA	0.01	ES_SID908_ARTURO NERI-L	NO	4970396833
344664	31/08/2013	ZSCR	551	035-1	0	'050	A2C53331467A	NA	A2C00002274	1	3011	050		1351	"15pF,5%,50V,C0G,0603,Sn,CER CAP/CC"		ROH	NA	0.02	ES_SID908_ARTURO NERI-L	NO	4970396833
344664	31/08/2013	ZSCR	551	035-1	0	'050	A2C53331467A	NA	A2C00041109	2	3011	050		1351	"6.2V,+/-2%,225mW,SOT23,ZENER/BZX84B6V2"		ROH	NA	0.2	ES_SID908_ARTURO NERI-L	NO	4970396833
344664	31/08/2013	ZSCR	551	035-1	0	'050	A2C53331467A	NA	A2C00003554	10	3011	050		1351	"1K,1%,TK50,250mW,MINIMELF0204,LIN RES/"		ROH	NA	0.9	ES_SID908_ARTURO NERI-L	NO	4970396833
344664	31/08/2013	ZSCR	551	035-1	0	'050	A2C53331467A	NA	A2C00000254	16	3011	050		1351	"11V,350mW,SOT23,ZENER/BZX84-C11/T1"		ROH	NA	1.6	ES_SID908_ARTURO NERI-L	NO	4970396833
344664	31/08/2013	ZSCR	551	035-1	0	'050	A2C53331467A	NA	A2C00002217	2	3011	050		1351	"4.7nF,20%,500V,X7R,1206,TINNED,CER CAP/"		ROH	NA	0.34	ES_SID908_ARTURO NERI-L	NO	4970396833
344664	31/08/2013	ZSCR	551	035-1	0	'050	A2C53331467A	NA	A2C00010447	5	3011	050		1351	"4K7,1%,TK100,63mW,0402,LIN RES/CRCW"		ROH	NA	0.05	ES_SID908_ARTURO NERI-L	NO	4970396833
344664	31/08/2013	ZSCR	551	035-1	0	'050	A2C53331467A	NA	A2C00007122	8	3011	050		1351	"R LIN,20K,1%,TK100,100mW,0603"		ROH	NA	0.08	ES_SID908_ARTURO NERI-L	NO	4970396833
344664	31/08/2013	ZSCR	551	035-1	0	'050	A2C53331467A	NA	A2C53322724	9	3011	050		1351	MCpO GM ZZDIV EMNRT_V1.1		ROH	NA	33.57	ES_SID908_ARTURO NERI-L	NO	4970396833
344664	31/08/2013	ZSCR	551	035-1	0	'050	A2C53331467A	NA	A2C00004496	1	3011	050		1351	"R LIN,33K,1%,TK100,100mW,0603"		ROH	NA	0.01	ES_SID908_ARTURO NERI-L	NO	4970396833
344664	31/08/2013	ZSCR	551	035-1	0	'050	A2C53331467A	NA	A2C00033700	1	3011	050		1351	"75V,200mA,1,STANDARD,SOT23, RECT DIODE/B"		ROH	NA	0.14	ES_SID908_ARTURO NERI-L	NO	4970396833
344664	31/08/2013	ZSCR	551	035-1	0	'050	A2C53331467A	NA	A2C00025918	4	3011	050		1351	"10nF,5%,50V,C0G,0805,-,CER CAP/"		ROH	NA	0.64	ES_SID908_ARTURO NERI-L	NO	4970396833
344664	31/08/2013	ZSCR	551	035-1	0	'050	A2C53331467A	NA	A2C00004519	7	3011	050		1351	"R LIN,2K2,1%,TK100,100mW,0603"		ROH	NA	0.07	ES_SID908_ARTURO NERI-L	NO	4970396833
344664	31/08/2013	ZSCR	551	035-1	0	'050	A2C53331467A	NA	A2C00010138	2	3011	050		1351	"D SC/SS36,SMC/DO214AB"		ROH	NA	1.54	ES_SID908_ARTURO NERI-L	NO	4970396833
344664	31/08/2013	ZSCR	551	035-1	0	'050	A2C53331467A	NA	A2C00003621	26	3011	050		1351	"2K,1%,TK50,250mW,MINIMELF0204,LIN RES/"		ROH	NA	2.34	ES_SID908_ARTURO NERI-L	NO	4970396833
344664	31/08/2013	ZSCR	551	035-1	0	'050	A2C53331467A	NA	A2C00024522	1	3011	050		1351	"1uF,10%,25V,X7R,0805,TINNED,CER CAP/"		ROH	NA	0.1	ES_SID908_ARTURO NERI-L	NO	4970396833
344664	31/08/2013	ZSCR	551	035-1	0	'050	A2C53331467B	NA	A2C00022909	1	3011	050		1351	"2.2nF,10%,50V,X7R,0402,TINNED,CER CAP/C1"		ROH	NA	0.02	ES_SID908_ARTURO NERI-L	NO	4970396856
344664	31/08/2013	ZSCR	551	035-1	0	'050	A2C53331467B	NA	A2C00004318	6	3011	050		1351	"R LIN,1K,1%,TK100,100mW,0603"		ROH	NA	0.06	ES_SID908_ARTURO NERI-L	NO	4970396856
344664	31/08/2013	ZSCR	551	035-1	0	'050	A2C53331467B	NA	A2C00043448	1	3011	050		1351	"47uH,3A,SMD,COIL/"		ROH	NA	3.31	ES_SID908_ARTURO NERI-L	NO	4970396856
344664	31/08/2013	ZSCR	551	035-1	0	'050	A2C53331467B	NA	A2C53331514	5	3011	050		1351	"bushing 5,00x 9,00x14,50mm 11SMnPb3"		ROH	NA	14.05	ES_SID908_ARTURO NERI-L	NO	4970396856
344664	31/08/2013	ZSCR	551	035-1	0	'050	A2C53331467B	NA	A2C00004519	6	3011	050		1351	"R LIN,2K2,1%,TK100,100mW,0603"		ROH	NA	0.06	ES_SID908_ARTURO NERI-L	NO	4970396856
344664	31/08/2013	ZSCR	551	035-1	0	'050	A2C53331467B	NA	A2C00007529	55	3011	050		1351	"49K9,1%,TK100,63mW,0603,LIN RES/"		ROH	NA	0.55	ES_SID908_ARTURO NERI-L	NO	4970396856
344664	31/08/2013	ZSCR	551	035-1	0	'050	A2C53331467B	NA	A2C00039667	1	3011	050		1351	"22K,0.1%,TK25,100mW,0603,LIN RES/"		ROH	NA	0.36	ES_SID908_ARTURO NERI-L	NO	4970396856
344664	31/08/2013	ZSCR	551	035-1	0	'050	A2C53331467B	NA	A2C00010138	1	3011	050		1351	"D SC/SS36,SMC/DO214AB"		ROH	NA	0.77	ES_SID908_ARTURO NERI-L	NO	4970396856
344664	31/08/2013	ZSCR	551	035-1	0	'050	A2C53331467B	NA	A2C00021528	5	3011	050		1351	"1,NPN,NORMAL,70mA,50V,SOT323,BIP/PDTC144"		ROH	NA	0.45	ES_SID908_ARTURO NERI-L	NO	4970396856
344664	31/08/2013	ZSCR	551	035-1	0	'050	A2C53331467B	NA	A2C00010447	6	3011	050		1351	"4K7,1%,TK100,63mW,0402,LIN RES/CRCW"		ROH	NA	0.06	ES_SID908_ARTURO NERI-L	NO	4970396856
344664	31/08/2013	ZSCR	551	035-1	0	'050	A2C53331467B	NA	A2C00010445	1	3011	050		1351	"4K7,5%,TK200,63mW,0402,LIN RES/CRCW"		ROH	NA	0.01	ES_SID908_ARTURO NERI-L	NO	4970396856
344664	31/08/2013	ZSCR	551	035-1	0	'050	A2C53331467B	NA	A2C00024522	13	3011	050		1351	"1uF,10%,25V,X7R,0805,TINNED,CER CAP/"		ROH	NA	1.3	ES_SID908_ARTURO NERI-L	NO	4970396856
344664	31/08/2013	ZSCR	551	035-1	0	'050	A2C53331467B	NA	A2C00003621	4	3011	050		1351	"2K,1%,TK50,250mW,MINIMELF0204,LIN RES/"		ROH	NA	0.36	ES_SID908_ARTURO NERI-L	NO	4970396856
344664	31/08/2013	ZSCR	551	035-1	0	'050	A2C53331467B	NA	A2C00010733	10	3011	050		1351	"0R051,250mW,2.21A,5nH,1206,SHUNT/WSL"		ROH	NA	15.1	ES_SID908_ARTURO NERI-L	NO	4970396856
344664	31/08/2013	ZSCR	551	035-1	0	'050	A2C53331467B	NA	A2C00006952	78	3011	050		1351	"C CER,X7R,100nF,10%,16V,0603,Sn,STANDARD"		ROH	NA	1.56	ES_SID908_ARTURO NERI-L	NO	4970396856
344664	31/08/2013	ZSCR	551	035-1	0	'050	A2C53331467B	NA	A2C00020895	2	3011	050		1351	"70V,150mA,2, common anode, FAST,SOT323_3"		ROH	NA	0.16	ES_SID908_ARTURO NERI-L	NO	4970396856
344664	31/08/2013	ZSCR	551	035-1	0	'050	A2C53331467B	NA	A2C52004299	9	3011	050		1351	"T BIP/BCR133S or PUMH11,SOT363"		ROH	NA	1.44	ES_SID908_ARTURO NERI-L	NO	4970396856
344664	31/08/2013	ZSCR	551	035-1	0	'050	A2C53331467B	NA	A2C00060286	6	3011	050		1351	"ATIC91,5V,400mA,STEP DOWN,QFN-44,VOLT RE"		ROH	NA	93.84	ES_SID908_ARTURO NERI-L	NO	4970396856
344664	31/08/2013	ZSCR	551	035-1	0	'050	A2C53331467B	NA	A2C00030524	8	3011	050		1351	"3.12V,30mA,STEP DOWN,SCT-595,VOLT REG/TL"		ROH	NA	19.84	ES_SID908_ARTURO NERI-L	NO	4970396856
