area,tecnologia,defecto,causa,division,proyecto
BACKEND/ENSAMBLE FINAL,PRESS FIT,COMPONENTE ARRANCADO,MAQUINA,PE,SID910
BACKEND/ENSAMBLE FINAL,PRESS FIT,CONECTOR DAÑADO,MAQUINA,PE,SID910
BACKEND/ENSAMBLE FINAL,PRESS FIT,MAL MANEJO DE MATERIAL,MAQUINA,PE,SID910
BACKEND/ENSAMBLE FINAL,PRESS FIT,PRUEBA DE INGENIERIA,MAQUINA,PE,SID910
BACKEND/ENSAMBLE FINAL,PRESS FIT,SET UP,MAQUINA,PE,SID910
BACKEND/ENSAMBLE FINAL,PRESS FIT,SIN EVIDENCIA DE PIN,MAQUINA,PE,SID910
BACKEND/ENSAMBLE FINAL,PRESS FIT,UNIDAD GOLPEADA,MAQUINA,PE,SID910
BACKEND/ENSAMBLE FINAL,PRESS FIT,COMPONENTE ARRANCADO,MANO  DE OBRA,PE,SID910
BACKEND/ENSAMBLE FINAL,PRESS FIT,CONECTOR DAÑADO,MANO  DE OBRA,PE,SID910
BACKEND/ENSAMBLE FINAL,PRESS FIT,MAL MANEJO DE MATERIAL,MANO  DE OBRA,PE,SID910
BACKEND/ENSAMBLE FINAL,PRESS FIT,PRUEBA DE INGENIERIA,MANO  DE OBRA,PE,SID910
BACKEND/ENSAMBLE FINAL,PRESS FIT,SET UP,MANO  DE OBRA,PE,SID910
BACKEND/ENSAMBLE FINAL,PRESS FIT,SIN EVIDENCIA DE PIN,MANO  DE OBRA,PE,SID910
BACKEND/ENSAMBLE FINAL,PRESS FIT,UNIDAD GOLPEADA,MANO  DE OBRA,PE,SID910
BACKEND/ENSAMBLE FINAL,PRESS FIT,COMPONENTE ARRANCADO,METODO,PE,SID910
BACKEND/ENSAMBLE FINAL,PRESS FIT,CONECTOR DAÑADO,METODO,PE,SID910
BACKEND/ENSAMBLE FINAL,PRESS FIT,MAL MANEJO DE MATERIAL,METODO,PE,SID910
BACKEND/ENSAMBLE FINAL,PRESS FIT,PRUEBA DE INGENIERIA,METODO,PE,SID910
BACKEND/ENSAMBLE FINAL,PRESS FIT,SET UP,METODO,PE,SID910
BACKEND/ENSAMBLE FINAL,PRESS FIT,SIN EVIDENCIA DE PIN,METODO,PE,SID910
BACKEND/ENSAMBLE FINAL,PRESS FIT,UNIDAD GOLPEADA,METODO,PE,SID910
