area,tecnologia,linea,division,proyecto
BACKEND/ENSAMBLE FINAL,ICT,TESLA TG ECU,B&S 2,TESLA TG ECU
BACKEND/ENSAMBLE FINAL,DESPANELIZADO,TESLA TG ECU,B&S 2,TESLA TG ECU
BACKEND/ENSAMBLE FINAL,PRESS FIT ,TESLA TG ECU,B&S 2,TESLA TG ECU
BACKEND/ENSAMBLE FINAL,LAQUEADO,TESLA TG ECU,B&S 2,TESLA TG ECU
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,TESLA TG ECU,B&S 2,TESLA TG ECU
BACKEND/ENSAMBLE FINAL,"FLASHING 
(Test Software)",TESLA TG ECU,B&S 2,TESLA TG ECU
BACKEND/ENSAMBLE FINAL,LASER WELDING,TESLA TG ECU,B&S 2,TESLA TG ECU
BACKEND/ENSAMBLE FINAL,EMPAQUE,TESLA TG ECU,B&S 2,TESLA TG ECU
SMD,LASER MARKING,Linea I,B&S 2,TESLA TG ECU
SMD,ASSYS,Linea I,B&S 2,TESLA TG ECU
SMD,DEK,Linea I,B&S 2,TESLA TG ECU
SMD,AOI PASTA,Linea I,B&S 2,TESLA TG ECU
SMD,SIPLACE,Linea I,B&S 2,TESLA TG ECU
SMD,SX2_1,Linea I,B&S 2,TESLA TG ECU
SMD,SX2_2,Linea I,B&S 2,TESLA TG ECU
SMD,SX2_3,Linea I,B&S 2,TESLA TG ECU
SMD,X3,Linea I,B&S 2,TESLA TG ECU
SMD,X4,Linea I,B&S 2,TESLA TG ECU
SMD,HORNO DE REFLUJO,Linea I,B&S 2,TESLA TG ECU
SMD,AOI COMPONENTES,Linea I,B&S 2,TESLA TG ECU
SMD,ICT,Linea I,B&S 2,TESLA TG ECU
SMD,LASER MARKING,Linea T,B&S 2,TESLA TG ECU
SMD,ASSYS,Linea T,B&S 2,TESLA TG ECU
SMD,DEK,Linea T,B&S 2,TESLA TG ECU
SMD,AOI PASTA,Linea T,B&S 2,TESLA TG ECU
SMD,SIPLACE,Linea T,B&S 2,TESLA TG ECU
SMD,SX2_1,Linea T,B&S 2,TESLA TG ECU
SMD,SX2_2,Linea T,B&S 2,TESLA TG ECU
SMD,SX2_3,Linea T,B&S 2,TESLA TG ECU
SMD,X3,Linea T,B&S 2,TESLA TG ECU
SMD,X4,Linea T,B&S 2,TESLA TG ECU
SMD,HORNO DE REFLUJO,Linea T,B&S 2,TESLA TG ECU
SMD,AOI COMPONENTES,Linea T,B&S 2,TESLA TG ECU
SMD,ICT,Linea T,B&S 2,TESLA TG ECU
