area,tecnologia,defecto,causa,division,proyecto
BACKEND/ENSAMBLE FINAL,EMPAQUE,EXCESO DE PASS-COUNT,METODO,B&S,FOBS TX4 TX6
BACKEND/ENSAMBLE FINAL,EMPAQUE,MAL MANEJO,MANO DE OBRA,B&S,FOBS TX4 TX6
BACKEND/ENSAMBLE FINAL,EMPAQUE,piezas diferentes,MANO DE OBRA,B&S,FOBS TX4 TX6
BACKEND/ENSAMBLE FINAL,EMPAQUE,SIN PRUEBA ANTERIOR,MANO DE OBRA,B&S,FOBS TX4 TX6
BACKEND/ENSAMBLE FINAL,EMPAQUE,UNIDADES CAIDAS AL PISO,MANO DE OBRA,B&S,FOBS TX4 TX6
BACKEND/ENSAMBLE FINAL,Final assy,BRACKET CHUECO,METODO,B&S,FOBS TX4 TX6
BACKEND/ENSAMBLE FINAL,Final assy,BRACKET MANCHADO,PROVEEDOR,B&S,FOBS TX4 TX6
BACKEND/ENSAMBLE FINAL,Final assy,CAMBIO DE INGENIERIA ,METODO,B&S,FOBS TX4 TX6
BACKEND/ENSAMBLE FINAL,Final assy,CARCASA ABIERTA,METODO,B&S,FOBS TX4 TX6
BACKEND/ENSAMBLE FINAL,Final assy,CARCASA QUEBRADA,METODO,B&S,FOBS TX4 TX6
BACKEND/ENSAMBLE FINAL,Final assy,CARCASA RAYADA,METODO,B&S,FOBS TX4 TX6
BACKEND/ENSAMBLE FINAL,Final assy,CARCAZA DAÑADA ,METODO,B&S,FOBS TX4 TX6
BACKEND/ENSAMBLE FINAL,Final assy,MAL ENSAMBLADA ,MAQUINA,B&S,FOBS TX4 TX6
BACKEND/ENSAMBLE FINAL,Final assy,MAL FLUJO,METODO,B&S,FOBS TX4 TX6
BACKEND/ENSAMBLE FINAL,Final assy,UNIDAD DAÑADA,MANO DE OBRA,B&S,FOBS TX4 TX6
BACKEND/ENSAMBLE FINAL,Final assy,UNIDAD GOLPEADA,MANO DE OBRA,B&S,FOBS TX4 TX6
BACKEND/ENSAMBLE FINAL,KITTING,EXCESO DE PASS-COUNT,METODO,B&S,FOBS TX4 TX6
