area,tecnologia,defecto,causa,division,proyecto
SMD,SX25,ADICIONALES,MAQUINA,PE,OTIS SID 902
SMD,SX25,BARRIDA,MAQUINA,PE,OTIS SID 902
SMD,SX25,CANTO,MAQUINA,PE,OTIS SID 902
SMD,SX25,COMPONENTE DE CABEZA,MAQUINA,PE,OTIS SID 902
SMD,SX25,COMPONENTE EQUIVOCADO,MAQUINA,PE,OTIS SID 902
SMD,SX25,COMPONENTE GIRADO,MAQUINA,PE,OTIS SID 902
SMD,SX25,CONTAMINACION,MAQUINA,PE,OTIS SID 902
SMD,SX25,DESPLAZADO,MAQUINA,PE,OTIS SID 902
SMD,SX25,PANEL ABORTADO,MAQUINA,PE,OTIS SID 902
SMD,SX25,PANEL ATORADO,MAQUINA,PE,OTIS SID 902
SMD,SX25,PIN ELEVADO,MAQUINA,PE,OTIS SID 902
SMD,SX25,POLARIDAD INVERTIDA,MAQUINA,PE,OTIS SID 902
SMD,SX25,TOMBSTONE,MAQUINA,PE,OTIS SID 902
SMD,SX25,MAL MANEJO,MAQUINA,PE,OTIS SID 902
SMD,SX25,ADICIONALES,MANO DE OBRA,PE,OTIS SID 902
SMD,SX25,BARRIDA,MANO DE OBRA,PE,OTIS SID 902
SMD,SX25,CANTO,MANO DE OBRA,PE,OTIS SID 902
SMD,SX25,COMPONENTE DE CABEZA,MANO DE OBRA,PE,OTIS SID 902
SMD,SX25,COMPONENTE EQUIVOCADO,MANO DE OBRA,PE,OTIS SID 902
SMD,SX25,COMPONENTE GIRADO,MANO DE OBRA,PE,OTIS SID 902
SMD,SX25,CONTAMINACION,MANO DE OBRA,PE,OTIS SID 902
SMD,SX25,DESPLAZADO,MANO DE OBRA,PE,OTIS SID 902
SMD,SX25,PANEL ABORTADO,MANO DE OBRA,PE,OTIS SID 902
SMD,SX25,PANEL ATORADO,MANO DE OBRA,PE,OTIS SID 902
SMD,SX25,PIN ELEVADO,MANO DE OBRA,PE,OTIS SID 902
SMD,SX25,POLARIDAD INVERTIDA,MANO DE OBRA,PE,OTIS SID 902
SMD,SX25,TOMBSTONE,MANO DE OBRA,PE,OTIS SID 902
SMD,SX25,MAL MANEJO,MANO DE OBRA,PE,OTIS SID 902
SMD,SX25,ADICIONALES,METODO,PE,OTIS SID 902
SMD,SX25,BARRIDA,METODO,PE,OTIS SID 902
SMD,SX25,CANTO,METODO,PE,OTIS SID 902
SMD,SX25,COMPONENTE DE CABEZA,METODO,PE,OTIS SID 902
SMD,SX25,COMPONENTE EQUIVOCADO,METODO,PE,OTIS SID 902
SMD,SX25,COMPONENTE GIRADO,METODO,PE,OTIS SID 902
SMD,SX25,CONTAMINACION,METODO,PE,OTIS SID 902
SMD,SX25,DESPLAZADO,METODO,PE,OTIS SID 902
SMD,SX25,PANEL ABORTADO,METODO,PE,OTIS SID 902
SMD,SX25,PANEL ATORADO,METODO,PE,OTIS SID 902
SMD,SX25,PIN ELEVADO,METODO,PE,OTIS SID 902
SMD,SX25,POLARIDAD INVERTIDA,METODO,PE,OTIS SID 902
SMD,SX25,TOMBSTONE,METODO,PE,OTIS SID 902
SMD,SX25,MAL MANEJO,METODO,PE,OTIS SID 902
